SponsorID|SponsorTypes|SponsorName
GM03403|C|UNIROYAL CHEMICAL CO
GM03404|C|RESIDUAL FUNDS
GM03405|C|UNIVERSITY  AREA  COMMUNITY DEV CORP
GM03406|C|THE CHRISTENSEN FUND
GM03407|C|CHILDRENS HOSP LOS ANGELES
GM03408|C|FL HEART RESEARCH INST
GM03409|C|UT-BATTELLE
GM0341|C|PETOSEED COMPANY
GM03410|C|COALITION FOR HLTH ENVIRONMENTS RESEAR
GM03411|C|HYDROMENTIA|C| INC
GM03412|C|PROJECT AWARE
GM03413|C|DOCTORS MEMORIAL HOSPITAL
GM03414|C|TOKIWA PHYTOCHEMICAL
GM03415|C|HUDSON RCI
GM03416|C|CONVERGENT ENGINEERING
GM03417|C|SPORT TECH
GM03418|C|ACAD FOR EDUCATIONAL DEVELOPMENT
GM03419|C|MOORE NANOTECHNOLOGY SYSTEMS
GM0342|C|PFIZER INC
GM03420|C|MANUFACTURING LABORATORIES
GM03421|C|ECOSTAT INC
GM03422|C|ELECTRICAL IMPEDANCE TOPOGRAPHY
GM03423|C|SCIOS
GM03424|C|VEG PRO INC
GM03425|C|THE RIDDLE INST
GM03426|C|SUD-CHEMIE PERFORMANCE PACKAGING
GM03427|C|VISM CORP
GM03428|C|COMBINATORX
GM03429|C|KIRCHGESSNER FOU|C| KARL
GM0343|C|PFIZER INC AG POSTDOC FELLOW
GM03430|C|CYPRESS BIOSCIENCE INC
GM03431|C|IPL INC
GM03432|C|THE ALLEN FOU
GM03433|C|SAM TECHNOLOGY
GM03434|C|BROTHERS OF THE ACAD INST
GM03435|C|CIBA  SPEC CHEMICALS
GM03436|C|ENERGY CONCEPTS
GM03437|C|YAZAKI ENERGY SYSTEMS
GM03438|C|PHILIPS ADV ALGORITHM RES CTR
GM03439|C|INSTITUT JULET BORDET-CENTRE
GM0344|C|PFIZER INC PHARMACEUTICALS
GM03440|C|PYXIS INNOVATION
GM03441|C|GREEN SKY IMAGING
GM03442|C|HDR ENGINEERING
GM03443|C|CATERPILLAR
GM03444|C|ROBERTET FLAVORS
GM03445|C|ACCENT PHYSICIAN SPECIALISTS
GM03446|C|GLAUKOS
GM03447|C|EISAI MEDICAL RESEARCH
GM03448|C|INTARCIA THERAPEUTICS
GM03449|C|FL WATER ENVIRONMENT ASSOCIATION
GM0345|C|PFIZER HLTH SOLUTIONS
GM03450|C|INST FOR CLINICAL RESEARCH
GM03451|C|EFFICAS
GM03452|C|HIGH-Q FOU
GM03453|C|PURACOR COMPANY
GM03454|C|PENNINGTON BIOMEDICAL RESEARCH CTR
GM03455|C|VERIZON FOU
GM03456|C|THE IMPACT GROUP
GM03457|C|WINTEC
GM03458|C|UNIV CONSOR FOR INTERMODAL TRANS SAF & S
GM03459|C|CHILDRENS HOSPITAL RESEARCH FOU
GM0346|C|PHARMACEUTICAL PRODUCT DEV INC
GM03460|C|INTL WATERLILY & WATER GARDENING SOCIETY
GM03461|C|AVANT IMMUNOTHERAPEUTICS
GM03462|C|THE ROYAL THAI EMBASSY
GM03463|C|THE TIMKEN COMPANY
GM03464|C|MAKO SURGICAL CORPORATION
GM03465|C|PARACOR MEDICAL INC
GM03466|C|CORE ENGINEERING AND CONSTRUCTION
GM03467|C|SKYEPHARMA
GM03468|C|AMER PHARMACISTS ASSO
GM03469|C|THE SOC FOR BIOMOLECULAR SCREENING
GM0347|C|PHARMACEUTICAL RES ASSO
GM03470|C|JACOBS ENGINEERING GROUP
GM03471|C|FL SURVEYING & MAPPING SOC
GM03472|C|CITRUS GROWER ASSOCIATES INC
GM03473|C|NATL FUTURE FARMERS OF AMER ORG
GM03474|C|COLEGIO DE MEDICOS VETERINARIOS DE PR
GM03475|C|AGCY FOR PERSONS WITH DISABILITIES
GM03476|C|AMER PEDIATRIC SURGICAL ASSO FOU
GM03477|C|FREESCALE SEMICONDUCTOR
GM03478|C|NOTTINGHAM CITY HOSPITAL CHARITY
GM03479|C|DUSKA SCIENTIFIC
GM0348|C|PHARMACIA INC
GM03480|C|OMEROS CORP
GM03481|C|CTR FOR APPLIED NURSERY RESEARCH
GM03482|C|OSPREY PHARMACEUTICAL COMPANY
GM03483|C|TANTUS GROUP
GM03484|C|CORUS PHARMA INC
GM03485|C|EMPHASYS MEDICAL INC
GM03486|C|CORTHERA
GM03487|C|INSTITUT DE RESERCHES INTL SERVIER
GM03488|C|KENT ST UNIV
GM03489|C|THE STANLEY MED RES INST
GM0349|C|PHARMACIA OPHTHALMICS INC
GM03490|C|PRAECIS PHARMACEUTICALS INC
GM03491|C|LEARNING POINT ASSOCIATES
GM03492|C|NATL OP COMM ON STDS FOR ATHLETIC EQUIP
GM03493|C|CHIMERIX|C| INC.
GM03494|C|BIOMEDICAL RESEARCH MODELS
GM03495|C|OPTONET|C| INC.
GM03496|C|NATIONWIDE CHILDRENS HOSPITAL
GM03497|C|NAVAL POSTGRADUATE SCHOOL
GM03498|C|HOPE FOU OF GUAM
GM03499|C|BOISE STATE UNIVERSITY
GM035|C|AMER HOME PRODS WYETH PHARMACEUTICALS
GM0350|C|PHARMACO DYNAMICS RESEARCH INC
GM03500|C|UNIV OF SAN DIEGO
GM03501|C|CHF SOLUTIONS|C| INC.
GM03502|C|NCVB TRAINING AND RESEARCH FOU
GM03503|C|THIR WAVE SYSTEMS
GM03504|C|US SPECIAL OPERATIONS COMMAND
GM03505|C|IMPULSE DYNAMICS INC.
GM03506|C|EMERGE INTERACTIVE INC
GM03507|C|PLUS ORTHOPEDICS AG
GM03508|C|MEDICAL UNIV OF OHIO (UNIV OF TOLEDO)
GM03509|C|PEDIAMED PHARMACEUTICALS INC
GM0351|C|ADVANCED PHOTONICS TECHNOLOGY
GM03510|C|MICROSOFT
GM03511|C|PGA TOUR|C| INC
GM03512|C|STATE OF ARKANSAS
GM03513|C|SOIL AND WATER CONSERVATION COMMISSION
GM03514|C|NEPTUNE PRECISION COMPOSITES
GM03515|C|COMPOSITE TECHNOLOGY DEVELOPMENT INC
GM03516|C|GE HEALTHCARE
GM03517|C|BUCKEYE TECHNOLOGIES
GM03518|C|FLORIDA ENERGY OFFICE
GM03519|C|GLENVEIGH RESEARCH
GM0352|C|PHARMOS CORP
GM03520|C|LPATH THERAPEUTICS INC
GM03521|C|LEADERSHIP BREVARD|C| INC.
GM03522|C|COOK INCORPORATED
GM03523|C|EASTERN KENTUCKY UNIVERSITY
GM03524|C|DAIRY FARMERS INC
GM03525|C|KES SCIENCE & TECHNOLOGY|C| INC
GM03526|C|HILL MEMORIAL FOU
GM03527|C|FL DEPT OF REVENUE
GM03528|C|CORAUTUS GENETICS
GM03529|C|CISCO SYSTEMS
GM0353|C|PHILIP MORRIS INC
GM03530|C|OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA
GM03531|C|NATL DAIRY CNCL
GM03532|C|UNIVERSAL ENGINEERING SCIENCES|C| INC.
GM03533|C|CORAUTUS GENETICS INC
GM03534|C|BIOPRODEX INC
GM03535|C|BUCKEYE TECHNOLOGIES INC
GM03536|C|FED PUBLIC DEFENDERS OFC-TAMPA
GM03537|C|OHIO DEPT OF TRANSPORTATION
GM03538|C|STATE OF OHIO
GM03539|C|DURAMED RESEARCH INC
GM0354|C|PHILLIPS PETROLEUM COMPANY
GM03540|C|ST JOSEPH MERCY OAKLAND
GM03541|C|THE BRAIN TRUST
GM03542|C|CHILDRENS HEART FOU
GM03543|C|THE ROSALYNN CARTER INST FOR CAREGIVING
GM03544|C|CEPHEID
GM03545|C|INTERFACE FLOORING SYSTEMS
GM03546|C|EMPIRE
GM03547|C|THERMO KING
GM03548|C|TRANSGLOBAL ORTHOPEDICS
GM03549|C|FONDO FOMENTO DE LA INDUSTRIA LECHERA
GM0355|C|PHYSICAL HLTH DEVICES INC
GM03550|C|NORTH CENTRAL SOYBEAN RESEARCH PROGRAM
GM03551|C|W.E. UPJOHN INST FOR EMP RES
GM03552|C|BIKE FLORIDA
GM03553|C|BITWAVE SEMICONDUCTOR INC
GM03554|C|CRYOCOR
GM03555|C|J.M. KAPLAN FUND
GM03556|C|N AMER SOC FOR PSY OF SPORT AND PHYS ACT
GM03557|C|CROHN'S & COLITIS FOU OF AMERICA
GM03558|C|GLYCOGEN STORAGE DISEASE RESEARCH
GM03559|C|PERDUE AGRIRECYCLE
GM0356|C|PIONEER HI-BRED INTERNATIONAL
GM03560|C|INVIVOCORPORATION
GM03561|C|ALVEOLUS INC
GM03562|C|INTL PEDIATRIC HYPERTENSION ASSO
GM03563|C|CITY OF NEWBERRY
GM03564|C|KOREA INST OF CONSTRUCTION TECHNOLOGY
GM03565|C|ESTERO BAY PRESERVE
GM03566|C|KARIBA FARMS INC
GM03567|C|INTEMATIX CORPORATION
GM03568|C|SARC
GM03569|C|SORENSON MEDICAL
GM0357|C|POST|C| BUCKLEY|C| SCHUH & JERNIGA
GM03570|C|S E CTR FOR EMERGING BIOLOGIC THREATS
GM03571|C|CNTR FOR INDEPENDENT LIVING
GM03572|C|MERCK KGAA
GM03573|C|SUNSTAR BUTLER
GM03574|C|AMER RED CROSS
GM03575|C|NANOHOLDINGS
GM03576|C|CENTRE FOR ADDICTION AND MENTAL HLTH
GM03577|C|OPTIMA NEUROSCIENCE INC
GM03578|C|ANORMED|C| INC. / GENZYME CORP
GM03579|C|CELT DEVELOPMENT CORP
GM0358|C|PRICOR INC
GM03580|C|CHEMONICS INTERNATIONAL
GM03581|C|FINSBURY ORTHOPAEDICS
GM03582|C|VIEWRAY INC.
GM03583|C|UNITHER PHARMACEUTICALS
GM03584|C|FINZELBERG GMBH & CO KG
GM03585|C|THORATEC CORPORATION
GM03586|C|FLP ENERGY
GM03587|C|NAVAL SURFACE WARFARE CTR
GM03588|C|FLOWMEDICA
GM03589|C|PHARMION CORP
GM0359|C|PROCLOSURE INC
GM03590|C|UF STUDENT HLTH CARE CTR
GM03591|C|GEORGIA SOUTHWESTERN STATE UNIVERSITY
GM03592|C|GLYCADIA|C| INC.
GM03593|C|AMYOTROPHIC LATERAL SCLEROSIS ASSO
GM03594|C|US DEPT OF AG FOOD SAFETY AND INSPECTION
GM03595|C|GOV OF ISRAEL
GM03596|C|GOV OF ISRAEL MINISTRY OF DEFENSE
GM03597|C|CAL POLY CORPORATION
GM03598|C|AVIRID BIOTECHNOLOGY
GM03599|C|DEGUSSA WALL SYSTEMS
GM036|C|AMER HONDA MOTOR COMPANY
GM0360|C|PROCTOR AND GAMBLE COMPANY
GM03600|C|ASSO FOR GLYCOGEN STORAGE DISEASE
GM03601|C|ALLIANCE FOR LUPUS RESEARCH
GM03602|C|QUICK-MED TECHNOLOGIES
GM03603|C|GOPHER TORTOISE CNCL
GM03604|C|CODMAN AND SHURTLEFF|C| INC
GM03605|C|TAO SYSTEMS
GM03606|C|HRL LABORATORIES
GM03607|C|GOLDER ASSOCIATES
GM03608|C|PROGRESS ENERGY FLORIDA
GM03609|C|EUROPEAN ORG FOR NUCLEAR RESEARCH
GM0361|C|PROFESSIONAL MEDICAL PRODUCTS
GM03610|C|CHILDRENS FUND GLYCO STOR DIS RES
GM03611|C|SMITH'S MD
GM03612|C|JACK KENT COOKE FOU
GM03613|C|VIETNAM EDUCATION FOU
GM03614|C|LYNNTECH INC
GM03615|C|TOYOTA INFOTECHNOLOGY CTR USA
GM03616|C|ACES Q.C.
GM03617|C|AMER NURSES ASSOCIATION
GM03618|C|WOOLPERT INC
GM03619|C|G&P FOUFOR CANCER RESEARCH
GM0362|C|PUBLIX SUPERMARKETS
GM03620|C|CITY OF EAGLE LAKE
GM03621|C|TOWN OF MICANOPY
GM03622|C|1000 FRIENDS OF FLORIDA
GM03623|C|ASSN DIR GERIATRICS ACADEMIC PROGRAMS
GM03624|C|ZIMMER INC
GM03625|C|AMER PEANUT CNCL
GM03626|C|FRENCH AMER CULTURAL EXCHANGE
GM03627|C|ISOTECHNIKA
GM03628|C|GALLAUDET UNIVERSITY
GM03629|C|THE GLAUCOMA FOU
GM0363|C|PURSELL INDUSTRIES
GM03630|C|THE SKIN CANCER FOU
GM03631|C|SUN NUCLEAR CORP
GM03632|C|NATURNORTH TECHNOLOGIES
GM03633|C|NOVARTIS RESEARCH FOU
GM03634|C|GENOMICS INST OF NOVARTIS FOU
GM03635|C|JARDEN CORPORATION
GM03636|C|MARION CNTY
GM03637|C|CALIFORNIA PACIFIC MEDICAL CTR
GM03638|C|SENES TECH
GM03639|C|ARKEMA|C| INC
GM0364|C|QUAKER OATS COMPANY
GM03640|C|IDENIX PHARMACEUTICALS
GM03641|C|NEUROBIOLOGICAL TECHNOLOGIES INC
GM03642|C|AMER CELL THERPAY RES FOU
GM03643|C|IDENIX PHARMACEUTICALS INC
GM03644|C|ELLDER|C| INC.
GM03645|C|IDENIX PHARMACEUTICALS INC
GM03646|C|BOTANOCAP
GM03647|C|AMER PAIN SOCIETY
GM03648|C|SMITH COLLEGE
GM03649|C|FRENCH|C| J D ALZHEIMER'S FOU
GM0365|C|ABB CEAG POWER SUPPLIES INC
GM03650|C|BARD PERIPHERAL VASCULAR
GM03651|C|PROGERIA RES FOU
GM03652|C|THE WISTAR INST
GM03653|C|UNIV OF NEW JERSEY MEDICAL SCHOOL
GM03654|C|UNIV OF MED AND DENTISTRY OF NEW JERSEY
GM03655|C|XANTHUS LIFE SCIENCES|C| INC.
GM03656|C|SPACE FLORIDA
GM03657|C|HOUSING PARTNERSHIP OF NE FLORIDA
GM03658|C|AMER ASSO FOR CANCER RESEARCH
GM03659|C|STRAUMANN MANUFACTURING INC
GM0366|C|RAND CORP
GM03660|C|BIONEURONICS CORP.
GM03661|C|ENGINEERING & HYDROSYSTEMS INC
GM03662|C|ASTELLAS PHARMA US|C| INC
GM03663|C|AM COLL OF VET INTERNAL MED
GM03664|C|FIZOGEN PRECISION TECHNOLOGIES
GM03665|C|US  ELECTION ASSISTANCE COMMISSION
GM03666|C|NATURE TRADE CTR
GM03667|C|ACE AMER COLLEGE OF ENDOCRINOLOGY
GM03668|C|SWISS AMER PRODUCTS
GM03669|C|LEON CNTY FARM BUREAU
GM0367|C|REEDY CREEK ENERGY SERVICES
GM03670|C|PLANTATION DEVELOPMENT
GM03671|C|WORLD GOLF FOU
GM03672|C|WORLD GOLF HALL OF FAME
GM03673|C|ENVIRONMENTAL INST FOR GOLF
GM03674|C|BIO CHEM ANALYSIS CORPORATION
GM03675|C|PLANNED PARENTHOOD MIAMIPBEACHTREASCOAST
GM03676|C|BENEDICT COLLEGE
GM03677|C|HOPE STREET KIDS
GM03678|C|LASER TECHNOLOGY
GM03679|C|GENI HERBS
GM0368|C|REEDY CREEK UTILITIES
GM03680|C|ATTRIC GROUP LIMITED
GM03681|C|BP CHEMICALS
GM03682|C|GOLIN-HARRIS INTERNATIONAL INC
GM03683|C|DIABETES RESEARCH WELLNESS FOU
GM03684|C|VALEANT RESEARCH AND DEVELOPMENT
GM03685|C|MADDIE'S FUND|C| THE PET RESCUE FOU
GM03686|C|UF JACKSONVILLE PHYSICIANS
GM03687|C|NUCLEAR ENERGY INST
GM03688|C|ALIZYME THERAPEUTICS LIMITED
GM03689|C|VAXDESIGN
GM0369|C|REEMAY
GM03690|C|RELIANT PHARMACEUTICALS
GM03691|C|SYRACUSE RESEARCH
GM03692|C|FLORIDA INST FOR FAMILY INVOLVEMENT
GM03693|C|INNOVATIVE SYSTEMS & TECHNOLOGIES
GM03694|C|SE REG FOR BIODEFENSE & EMERG INFECT
GM03695|C|BREVARD ZOO
GM03696|C|PICOWER FOU
GM03697|C|CRITICAL ECOSYSTEM PARTNERSHIP FUND
GM03698|C|UNITED NATIONS UNIV CENTRE
GM03699|C|INFORMATION AND COMMUNICATIONS UNIV
GM037|C|AMER RESEARCH CORP OF VIRGINIA
GM0370|C|REGENT HOSPITAL PRODUCTS
GM03700|C|FL NURSERY GROWERS AND LANDSCAPE ASSO
GM03701|C|AMER EDUCATION FINANCE ASSO
GM03702|C|MAX ZELLER SOEHNE AG
GM03703|C|MINNESOTA CAMPUS COMPACT
GM03704|C|WASHINGTON SAVANNAH RIVER COMPANY
GM03705|C|NEUROPACE INC
GM03706|C|JACKSON MEMORIAL FOU
GM03707|C|TIBOTEC PHARMACEUTICALS LIMITED
GM03708|C|GRIFOLS THERAPEUTICS
GM03709|C|NATL FRAGILE X FOU
GM0371|C|RESEARCH & DEVELOPMENT LABS
GM03710|C|CALIFORNIA TABLE GRAPE COMMISSION
GM03711|C|CLAY CNTY
GM03712|C|KEE KITAYAMA RESEARCH FOU
GM03713|C|MALNOVE
GM03714|C|PLANNING WORKS|C| INC.
GM03715|C|MORRIS DEPEW  ASSOCIATES INC
GM03716|C|RENAULT
GM03717|C|SASOL WAX AMERICAS INC
GM03718|C|INTL ASSO FOR DENTAL RESEARCH
GM03719|C|CALIFORNIA STATE UNIV SACRAMENTO
GM0372|C|REVCO DRUG STORES INC
GM03720|C|ST LOUIS UNIVERSITY
GM03721|C|MERCEDES HOMES
GM03722|C|UNIV OF HARTFORD
GM03723|C|ION METRICS|C| INC.
GM03724|C|AMER LIBRARY ASSOCIATION
GM03725|C|CITY OF ST PETERSBURG
GM03726|C|FLAGLER CNTY
GM03727|C|SUWANNEE CNTY
GM03728|C|BROOKS TROPICALS INC
GM03729|C|NOVARTIS INST FOR MIOMEDICAL RES
GM0373|C|RHODIA INC
GM03730|C|ASSO FRANCAISE CONTRE LES MYOPATHIES
GM03731|C|HELVETAS BHUTAN
GM03732|C|XHALE
GM03733|C|US DEPT OF VET AFF MARYLAND HEALTHCARE
GM03734|C|ALL CHILDREN'S RESEARCH INST
GM03735|C|ACTELION PHARMACEUTICALS US
GM03736|C|MEDELA INC
GM03737|C|FRAMATOME ANP
GM03738|C|RHO CHI SOCIETY
GM03739|C|UNIVERSIDAD PRIVADA DEL NORTE
GM0374|C|RHONE MERIEUX INC
GM03740|C|PROMEDIC INC
GM03741|C|GE GLOBAL RESEARCH
GM03742|C|COMBUSTION RESEARCH & FLOW TECHNOLOGY
GM03743|C|FRANKLIN CNTY
GM03744|C|NOVACEA INC
GM03745|C|WILD AMERICA SHRIMP INC
GM03746|C|DENVER HLTH AND HOSPITAL AUTHORITY
GM03747|C|E FOUGERA & COMPANY
GM03748|C|AGROFRESH INCORPORATED
GM03749|C|MGI PHARMA INC
GM0375|C|RHONE-POULENC
GM03750|C|A G BELL ASSO FOR DEAF & HARD OF HEARING
GM03751|C|INTL DYSLEXIA ASSO
GM03752|C|FINRA INVESTOR EDUCATION FOU
GM03753|C|INST FOR THERMAL PROCESSING SPECIALISTS
GM03754|C|THE PARKINSON ALLIANCE
GM03755|C|LOVELACE RESPIRATORY RESEARCH INST
GM03756|C|DELAVAL INCORPORATED
GM03757|C|ENERFUEL
GM03758|C|WALLACE H COULTER FOU
GM03759|C|RADIANCE TECHNOLOGIES
GM0376|C|RHONE-POULENC RORER INC
GM03760|C|MIDE TECHNOLOGY CORPORATION
GM03761|C|CA STATE BEEKEEPERS ASSOCIATION
GM03762|C|SGX PHARMACEUTICALS
GM03763|C|AMER SOC OF SAFETY ENGINEERS FOU
GM03764|C|CERAMIC COMPOSITES
GM03765|C|W.LORENZ
GM03766|C|AM PSYCHOLOGY-LAW SOCIETY
GM03767|C|VALEN LABS
GM03768|C|FL PATIENT SAFETY CORP
GM03769|C|AMARIN NEUROSCIENCE
GM0377|C|RIBI IMMUNOCHEM RESEARCH INC
GM03770|C|ATHENAGEN INC
GM03771|C|ARPIDA AG
GM03772|C|QUICKMED|C| INC.
GM03773|C|BIOENERGY
GM03774|C|HELIOS EDUCATION FOU
GM03775|C|DENALI BIOTECHNOLOGIES
GM03776|C|ARCHER DANIELS MIDLAND COMPANY
GM03777|C|IOVATE HLTH SCIENCES
GM03778|C|FUGRO PELAGOS INC
GM03779|C|ASSOCIATED KOI CLUBS OF AMERICA
GM0378|C|RINKER MATERIALS CORP
GM03780|C|DISCOVER LIFE IN AMERICA
GM03781|C|FL TURFGRASS RESEARCH FOU
GM03782|C|CLARK STEEL FRAMING
GM03783|C|LUMINA FOU FOR EDUCATION
GM03784|C|SRS TECHNOLOGIES
GM03785|C|UNIVERSITY OF COLORADO AT BOULDER
GM03786|C|POYNTER INST
GM03787|C|DUMBARTON OAKS
GM03788|C|CHEMINOVA
GM03789|C|CDS TECHNOLOGIES
GM0379|C|RITE AID CORP
GM03790|C|WILBUR  SMITH ASSOCIATES
GM03791|C|RESEARCH FOU FOR MENTAL HYGIENE
GM03792|C|BIOFLORIDA
GM03793|C|FL GEOLOGICAL SURVEY
GM03794|C|FDN FOR APPLIED MOLECULAR EVOLUTION
GM03795|C|MICRON GROUP
GM03796|C|HENRY J KAISER FAMILY FOU
GM03797|C|FLORAGEM
GM03798|C|RF ENGINEERS
GM03799|C|NATL INSTRUMENTS CORPORATION
GM038|C|AMER VET REFERENCE LAB INC
GM0380|C|RJR NABISCO INC RJ REYNOLDS TOBACCO CO
GM03800|C|WALTON CNTY
GM03801|C|WALTON CNTY SCHOOL DISTRICT
GM03802|C|UNIVERSAL TECHNOLOGY CORPORATION
GM03803|C|GAS TECHNOLOGY INST
GM03804|C|FROPTIX CORPORATION
GM03805|C|NATL GOVERNORS ASSOCIATION
GM03806|C|NASA DRYDEN FLIGHT RESEARCH CTR
GM03807|C|PREENERGY POWER LIMITED
GM03808|C|MCLEAN ENGINEERING CO INC
GM03809|C|PASCOE GMBH
GM0381|C|ROCKWELL INTERNATIONAL CORP
GM03810|C|AMER SOCIETY OF TRANSPLANTATION
GM03811|C|SANTA FE PARTNERS
GM03812|C|Y'S THERAPEUTICS INC
GM03813|C|GASL INC
GM03814|C|ISTA PHARMACEUTICALS
GM03815|C|GREER LABORATORIES
GM03816|C|AMER SOCIETY OF HAND THERAPISTS
GM03817|C|STATE OF QATAR
GM03818|C|GREYSTONE MEDICAL GROUP
GM03819|C|ORGANOGENESIS
GM0382|C|ROCKWELL INTERNTL CORP SEMICONDUCTOR SYS
GM03820|C|CITY OF BONITA SPRINGS
GM03821|C|SOCIETY FOR THE ARTS IN HEALTHCARE
GM03822|C|STEIGERWALD ARZNEIMITTELWERK GMBH
GM03823|C|KENNAMETAL INC
GM03824|C|GLOBAL MILLING SYSTEMS ENGINEERING
GM03825|C|SHAKTI TECHNOLOGIES INC
GM03826|C|ADA TECHNOLOGIES INC
GM03827|C|EAST CENTRAL FL REG PLANNING CNCL
GM03828|C|CHESAPEAKE RES CONS INC
GM03829|C|ORAGENICS
GM0383|C|ROHM & HAAS COMPANY
GM03830|C|VECTORITE BIOMEDICA
GM03831|C|FINE AMERICAS
GM03832|C|DYADIC INTERNATIONAL
GM03833|C|ABIOMED
GM03834|C|POZEN
GM03835|C|CELUNOL
GM03836|C|SANGAMO BIOSCIENCES
GM03837|C|BDH CLINICAL RESEARCH SERVICES
GM03838|C|LI-COR BIOSCIENCES
GM03839|C|UF RESEARCH FOU STRATEGIC PLAN
GM0384|C|RONCO CONSULTING CORP
GM03840|C|UF RESEARCH FOU STRATEGIC INITIATIVE
GM03841|C|UF DIV OF SPONSORED RES MATCHING FUNDS
GM03842|C|UF DIV OF SPONSORED RES STRATEGIC PLAN
GM03843|C|UF DIV OF SPONSORED RES STRATEGIC INITIA
GM03844|C|ANSPACH
GM03845|C|PASTEURIA BIOSCIENCE
GM03846|C|FAIRCHILD TROPICAL BOTANIC GARDEN
GM03847|C|ATK THIOKOL
GM03848|C|FOXHOLLOW
GM03849|C|CHILDRENS TUMOR FOU
GM0385|C|ROSS LABORATORIES
GM03850|C|POWERPAD
GM03851|C|AFFERENT
GM03852|C|TKC INTEGRATION SERVICES
GM03853|C|SOC FOR IMAGING INFORMATICS IN MEDICINE
GM03854|C|ORGANIZATION FOR AUTISM RESEARCH
GM03855|C|ENCOR BIOTECHNOLOGY
GM03856|C|LEON CNTY
GM03857|C|NOBLE FOU|C| EDWARD JOHN
GM03858|C|UCP RESEARCH AND EDUCATIONAL FOU
GM03859|C|FL DEPT OF INSURANCE OFF OF INSUR REG
GM0386|C|SAGA PETROLEUM
GM03860|C|ARROWHEAD RESEARCH CORPORATION
GM03861|C|BIOMOTION FOU ORTHOPAEDIC RESEARCH LAB
GM03862|C|XL TECH GROUP
GM03863|C|AMER COL OF SURGEONS ONCOLOGY GROUP
GM03864|C|STATE UNIVERSITY SYSTEM OF FLORIDA
GM03865|C|STATE UNIV SYS OF FL BOARD OF GOVERNORS
GM03866|C|ADVANCED ALGORITHMS AND SYSTEMS
GM03867|C|CADENCE PHARMACEUTICALS
GM03868|C|INTERCYTEX
GM03869|C|OSI/EYETECH
GM0387|C|SAN DIEGO CLINICAL RES ASSOCIATES
GM03870|C|RADIANT RESEARCH
GM03871|C|US DEPT OF THE TREASURY
GM03872|C|US SMALL BUSINESS ADMINISTRATION
GM03873|C|NPS PHARMACEUTICALS
GM03874|C|NACON TECHNOLOGIES
GM03875|C|FACULDADE DE CIENCIAS E TECNOLOGIA - UNL
GM03876|C|ZEBRA TECHNOLOGIES
GM03877|C|SANOFI US SERVICES
GM03878|C|SOL GEL SOLUTIONS
GM03879|C|MISSISSIPPI DEVELOPMENT AUTHORITY
GM0388|C|SANDIA NATL LABORATORIES
GM03880|C|L3 COMMUNICATIONS TITAN GROUP
GM03881|C|VIRON THERAPEUTICS
GM03882|C|UNITED BIOSOURCE
GM03883|C|TUTOGEN MEDICAL
GM03884|C|UNIV OF SYDNEY
GM03885|C|ABBOTT & COBB
GM03886|C|ACTION PHARMA
GM03887|C|GENOME DATA SYSTEMS
GM03888|C|NORTHSTAR NEUROSCIENCE
GM03889|C|SW FLORIDA COMMUNITY FOU
GM0389|C|SANDOZ CORP
GM03890|C|GAJANAN INTERNATIONAL TECHNOLOGIES
GM03891|C|THE BAY AND PAUL FOUNDATIONS
GM03892|C|NON-INVASIVE COMPART SYNDROME EVALUATOR
GM03893|C|CHARLES RIVER LAB CLINICAL SERVICES
GM03894|C|N&R ENGINEERING AND MANAGEMENT SERVICES
GM03895|C|HDSA RESEARCH INITIATIVES
GM03896|C|MEDPACE
GM03897|C|DUSA PHARMACEUTICALS
GM03898|C|NORTHERN ARIZONA UNIVERSITY
GM03899|C|MICROMEDIC TECHNOLOGIES
GM039|C|AMGEN INC
GM0390|C|SANOFI ANIMAL HLTH
GM03900|C|BIO MED TECHNOLOGIES
GM03901|C|WESTERN INTERSTATE COMM FOR HIGHER EDUCA
GM03902|C|LEXICON GENETICS
GM03903|C|GLORY FOODS
GM03904|C|PHYSIKALISCHES INSTITUT B RWTH AACHEN
GM03905|C|NUCLEAR SAFEGUARDS & SECURITY SYSTEMS
GM03906|C|AMCO WATERING METERING SYSTEMS
GM03907|C|SEKISUI CHEMICAL COMPANY
GM03908|C|HEARTLAND FOR CHILDREN
GM03909|C|INTL ELEPHANT FOU
GM0391|C|SCHERING PLOUGH CORP
GM03910|C|RIGEL PHARMACEUTICALS
GM03911|C|ST LUCIE CNTY SCHOOL BOARD
GM03912|C|CITY OF CARRABELLE
GM03913|C|CHEVRON ENERGY TECHNOLOGY CO
GM03914|C|SANOFI PASTEUR
GM03915|C|CITY OF WILLISTON
GM03916|C|ICF INCORPORATED
GM03917|C|REPUBLIC OF GHANA
GM03918|C|GHANA MINISTRY OF ROAD TRANSPORT
GM03919|C|AMICUS THERAPEUTICS
GM0392|C|SCHERING PLOUGH CORP SCHERRING LAB
GM03920|C|AMER ACAD OF NEUROLOGY
GM03921|C|CONST OF UNIV FOR THE ADV OF HYDRO SCI
GM03922|C|UNIVERSITY OF TEXAS MEDICAL BRANCH
GM03923|C|IDAHO WEED AWARENESS CAMPAIGN
GM03924|C|MERZ PHARMACEUTICALS GMBH
GM03925|C|DONALD DANFORTH PLANT SCIENCE CTR
GM03926|C|THORACIC SURGERY FOU FOR RESEARCH
GM03927|C|ELEKTA
